sequence_id,timestamp_us,x,y,w,h,class_id,confidence
2025_12_23_20_53_46_EVK4_mag7.3,1762300,676,245,41,42,0,0.737
2025_12_23_20_53_46_EVK4_mag7.3,1802300,677,237,42,44,0,0.752
2025_12_23_20_53_46_EVK4_mag7.3,1842300,678,229,43,43,0,0.7088
2025_12_23_20_53_46_EVK4_mag7.3,1882300,681,222,43,44,0,0.6922
2025_12_23_20_53_46_EVK4_mag7.3,1922300,681,214,47,41,0,0.7233
2025_12_23_20_53_46_EVK4_mag7.3,1962300,682,207,47,46,0,0.7482
2025_12_23_20_53_46_EVK4_mag7.3,2002300,683,199,45,45,0,0.7748
2025_12_23_20_53_46_EVK4_mag7.3,2042300,684,191,43,44,0,0.778
2025_12_23_20_53_46_EVK4_mag7.3,2082300,683,185,44,39,0,0.7021
2025_12_23_20_53_46_EVK4_mag7.3,2122300,683,185,45,41,0,0.6878
2025_12_23_20_53_46_EVK4_mag7.3,2162300,683,190,44,45,0,0.6923
2025_12_23_20_53_46_EVK4_mag7.3,2202300,683,185,45,40,0,0.6763
2025_12_23_20_53_46_EVK4_mag7.3,2242300,683,185,45,41,0,0.7036
2025_12_23_20_53_46_EVK4_mag7.3,2282300,683,185,44,41,0,0.7068
2025_12_23_20_53_46_EVK4_mag7.3,2322300,683,185,43,40,0,0.7256
2025_12_23_20_53_46_EVK4_mag7.3,2362300,684,185,42,39,0,0.7078
2025_12_23_20_53_46_EVK4_mag7.3,2402300,683,185,41,39,0,0.7041
2025_12_23_20_53_46_EVK4_mag7.3,2442300,683,184,41,39,0,0.73
2025_12_23_20_53_46_EVK4_mag7.3,2482300,683,185,41,37,0,0.7633
2025_12_23_20_53_46_EVK4_mag7.3,2522300,683,185,42,37,0,0.7378
2025_12_23_20_53_46_EVK4_mag7.3,2562300,683,184,43,39,0,0.7044
2025_12_23_20_53_46_EVK4_mag7.3,2602300,683,184,41,38,0,0.6837
2025_12_23_20_53_46_EVK4_mag7.3,2642300,683,184,42,38,0,0.7272
2025_12_23_20_53_46_EVK4_mag7.3,2682300,683,185,42,36,0,0.7441
2025_12_23_20_53_46_EVK4_mag7.3,2722300,683,184,41,35,0,0.7875
2025_12_23_20_53_46_EVK4_mag7.3,2762300,683,185,40,35,0,0.7786
2025_12_23_20_53_46_EVK4_mag7.3,2802300,683,184,40,35,0,0.7885
2025_12_23_20_53_46_EVK4_mag7.3,2842300,683,184,39,36,0,0.7853
2025_12_23_20_53_46_EVK4_mag7.3,2882300,684,184,37,35,0,0.778
2025_12_23_20_53_46_EVK4_mag7.3,2922300,684,184,38,35,0,0.7848
2025_12_23_20_53_46_EVK4_mag7.3,2962300,683,184,38,34,0,0.7845
2025_12_23_20_53_46_EVK4_mag7.3,3002300,683,184,37,34,0,0.7709
2025_12_23_20_53_46_EVK4_mag7.3,3042300,684,184,37,35,0,0.7898
2025_12_23_20_53_46_EVK4_mag7.3,3082300,684,184,38,34,0,0.7713
2025_12_23_20_53_46_EVK4_mag7.3,3122300,684,185,38,33,0,0.7712
2025_12_23_20_53_46_EVK4_mag7.3,3162300,684,184,39,34,0,0.7624
2025_12_23_20_53_46_EVK4_mag7.3,3202300,684,184,38,33,0,0.7807
2025_12_23_20_53_46_EVK4_mag7.3,3242300,685,184,38,34,0,0.7963
2025_12_23_20_53_46_EVK4_mag7.3,3282300,685,184,39,34,0,0.796
2025_12_23_20_53_46_EVK4_mag7.3,3322300,684,184,39,35,0,0.7973
2025_12_23_20_53_46_EVK4_mag7.3,3362300,683,183,39,35,0,0.7802
2025_12_23_20_53_46_EVK4_mag7.3,3402300,682,183,39,36,0,0.7089
2025_12_23_20_53_46_EVK4_mag7.3,3442300,682,183,39,37,0,0.7327
2025_12_23_20_53_46_EVK4_mag7.3,3482300,684,183,37,35,0,0.7549
2025_12_23_20_53_46_EVK4_mag7.3,3522300,684,183,38,34,0,0.7875
2025_12_23_20_53_46_EVK4_mag7.3,3562300,683,183,38,35,0,0.7928
2025_12_23_20_53_46_EVK4_mag7.3,3602300,683,183,38,34,0,0.7823
2025_12_23_20_53_46_EVK4_mag7.3,3642300,683,183,38,35,0,0.7829
2025_12_23_20_53_46_EVK4_mag7.3,3682300,683,183,38,35,0,0.7926
2025_12_23_20_53_46_EVK4_mag7.3,3722300,683,184,36,33,0,0.8076
2025_12_23_20_53_46_EVK4_mag7.3,3762300,684,184,36,33,0,0.8171
2025_12_23_20_53_46_EVK4_mag7.3,3802300,684,183,36,33,0,0.8137
2025_12_23_20_53_46_EVK4_mag7.3,3842300,684,183,35,32,0,0.804
2025_12_23_20_53_46_EVK4_mag7.3,3882300,684,184,33,32,0,0.7617
2025_12_23_20_53_46_EVK4_mag7.3,3922300,683,183,33,33,0,0.7864
2025_12_23_20_53_46_EVK4_mag7.3,3962300,684,184,34,35,0,0.8175
2025_12_23_20_53_46_EVK4_mag7.3,4002300,683,184,36,34,0,0.8409
2025_12_23_20_53_46_EVK4_mag7.3,4042300,684,184,37,35,0,0.8284
2025_12_23_20_53_46_EVK4_mag7.3,4082300,683,185,40,37,0,0.7952
2025_12_23_20_53_46_EVK4_mag7.3,4122300,682,191,44,44,0,0.7945
2025_12_23_20_53_46_EVK4_mag7.3,4162300,682,199,44,54,0,0.7182
2025_12_23_20_53_46_EVK4_mag7.3,4202300,681,207,53,54,0,0.5762
2025_12_23_20_53_46_EVK4_mag7.3,4242300,677,220,45,45,0,0.42
2025_12_23_20_53_46_EVK4_mag7.3,4282300,677,228,39,43,0,0.6125
2025_12_23_20_53_46_EVK4_mag7.3,4322300,676,234,42,43,0,0.6402
2025_12_23_20_53_46_EVK4_mag7.3,4362300,675,242,39,42,0,0.7077
2025_12_23_20_53_46_EVK4_mag7.3,4402300,673,250,43,47,0,0.687
2025_12_23_20_53_46_EVK4_mag7.3,4442300,672,258,38,47,0,0.7486
2025_12_23_20_53_46_EVK4_mag7.3,4482300,672,265,45,46,0,0.7859
2025_12_23_20_53_46_EVK4_mag7.3,4522300,671,273,42,46,0,0.7744
2025_12_23_20_53_46_EVK4_mag7.3,4562300,671,281,43,52,0,0.7338
2025_12_23_20_53_46_EVK4_mag7.3,4602300,670,289,38,49,0,0.7609
2025_12_23_20_53_46_EVK4_mag7.3,4642300,669,296,45,50,0,0.7589
2025_12_23_20_53_46_EVK4_mag7.3,4682300,668,304,44,52,0,0.7121
2025_12_23_20_53_46_EVK4_mag7.3,4722300,665,312,41,50,0,0.6825
2025_12_23_20_53_46_EVK4_mag7.3,4762300,664,319,40,48,0,0.7402
2025_12_23_20_53_46_EVK4_mag7.3,4802300,664,327,44,49,0,0.7931
2025_12_23_20_53_46_EVK4_mag7.3,4842300,663,334,44,48,0,0.8124
2025_12_23_20_53_46_EVK4_mag7.3,4882300,662,342,40,50,0,0.7549
2025_12_23_20_53_46_EVK4_mag7.3,4922300,661,349,42,48,0,0.7865
2025_12_23_20_53_46_EVK4_mag7.3,4962300,661,356,41,48,0,0.7524
2025_12_23_20_53_46_EVK4_mag7.3,5002300,659,365,44,51,0,0.7555
2025_12_23_20_53_46_EVK4_mag7.3,5042300,658,372,42,51,0,0.7253
2025_12_23_20_53_46_EVK4_mag7.3,5082300,657,379,41,48,0,0.7093
2025_12_23_20_53_46_EVK4_mag7.3,5122300,655,386,43,53,0,0.6444
2025_12_23_20_53_46_EVK4_mag7.3,5162300,651,400,47,45,0,0.6925
2025_12_23_20_53_46_EVK4_mag7.3,5202300,651,407,47,45,0,0.7117
2025_12_23_20_53_46_EVK4_mag7.3,5242300,651,415,48,45,0,0.7356
2025_12_23_20_53_46_EVK4_mag7.3,5282300,650,423,42,50,0,0.7746
2025_12_23_20_53_46_EVK4_mag7.3,5322300,648,431,48,50,0,0.8314
2025_12_23_20_53_46_EVK4_mag7.3,5362300,647,438,47,50,0,0.8066
2025_12_23_20_53_46_EVK4_mag7.3,5402300,646,446,46,49,0,0.8166
2025_12_23_20_53_46_EVK4_mag7.3,5442300,645,454,43,49,0,0.7902
2025_12_23_20_53_46_EVK4_mag7.3,5482300,644,462,52,53,0,0.8051
2025_12_23_20_53_46_EVK4_mag7.3,5522300,643,469,50,53,0,0.7564
2025_12_23_20_53_46_EVK4_mag7.3,5562300,643,477,46,54,0,0.7512
2025_12_23_20_53_46_EVK4_mag7.3,5602300,642,483,44,51,0,0.686
2025_12_23_20_53_46_EVK4_mag7.3,5642300,638,492,53,52,0,0.6834
2025_12_23_20_53_46_EVK4_mag7.3,5682300,638,499,50,56,0,0.7228
2025_12_23_20_53_46_EVK4_mag7.3,5722300,637,507,45,52,0,0.7468
2025_12_23_20_53_46_EVK4_mag7.3,5762300,636,514,41,54,0,0.6962
2025_12_23_20_53_46_EVK4_mag7.3,5802300,636,523,53,53,0,0.7621
2025_12_23_20_53_46_EVK4_mag7.3,5842300,634,535,49,48,0,0.7474
2025_12_23_20_53_46_EVK4_mag7.3,5882300,633,537,45,50,0,0.7538
2025_12_23_20_53_46_EVK4_mag7.3,5922300,632,550,50,47,0,0.784
2025_12_23_20_53_46_EVK4_mag7.3,5962300,631,557,47,48,0,0.7691
2025_12_23_20_53_46_EVK4_mag7.3,6002300,629,565,52,46,0,0.7341
2025_12_23_20_53_46_EVK4_mag7.3,6042300,629,567,48,54,0,0.7051
2025_12_23_20_53_46_EVK4_mag7.3,6082300,630,574,45,61,0,0.6413
2025_12_23_20_53_46_EVK4_mag7.3,6122300,635,580,52,48,0,0.622
2025_12_23_20_53_46_EVK4_mag7.3,6162300,644,579,58,49,0,0.6838
2025_12_23_20_53_46_EVK4_mag7.3,6202300,649,580,62,50,0,0.7436
2025_12_23_20_53_46_EVK4_mag7.3,6242300,660,580,63,52,0,0.7455
2025_12_23_20_53_46_EVK4_mag7.3,6282300,671,581,62,48,0,0.7366
2025_12_23_20_53_46_EVK4_mag7.3,6322300,675,581,66,49,0,0.6106
2025_12_23_20_53_46_EVK4_mag7.3,6362300,685,581,60,47,0,0.6169
2025_12_23_20_53_46_EVK4_mag7.3,6402300,698,582,58,47,0,0.6763
2025_12_23_20_53_46_EVK4_mag7.3,6442300,702,582,61,46,0,0.6658
2025_12_23_20_53_46_EVK4_mag7.3,6482300,713,583,53,44,0,0.7608
2025_12_23_20_53_46_EVK4_mag7.3,6522300,717,583,53,45,0,0.6821
2025_12_23_20_53_46_EVK4_mag7.3,6562300,726,587,57,45,0,0.7478
2025_12_23_20_53_46_EVK4_mag7.3,6602300,735,587,57,45,0,0.6717
2025_12_23_20_53_46_EVK4_mag7.3,6642300,738,588,61,51,0,0.682
2025_12_23_20_53_46_EVK4_mag7.3,6682300,751,589,58,48,0,0.651
2025_12_23_20_53_46_EVK4_mag7.3,6722300,754,589,57,46,0,0.7314
2025_12_23_20_53_46_EVK4_mag7.3,6762300,765,590,52,43,0,0.7321
2025_12_23_20_53_46_EVK4_mag7.3,6802300,770,591,55,45,0,0.6667
2025_12_23_20_53_46_EVK4_mag7.3,6842300,780,595,56,44,0,0.7367
2025_12_23_20_53_46_EVK4_mag7.3,6882300,789,595,52,46,0,0.7118
2025_12_23_20_53_46_EVK4_mag7.3,6922300,793,596,56,50,0,0.7519
2025_12_23_20_53_46_EVK4_mag7.3,6962300,804,597,59,50,0,0.7213
2025_12_23_20_53_46_EVK4_mag7.3,7002300,807,597,61,48,0,0.7253
2025_12_23_20_53_46_EVK4_mag7.3,7042300,818,597,49,44,0,0.6945
2025_12_23_20_53_46_EVK4_mag7.3,7082300,822,597,53,45,0,0.7693
2025_12_23_20_53_46_EVK4_mag7.3,7122300,822,595,55,45,0,0.7978
2025_12_23_20_53_46_EVK4_mag7.3,7162300,823,589,53,50,0,0.773
2025_12_23_20_53_46_EVK4_mag7.3,7202300,824,582,47,52,0,0.6743
2025_12_23_20_53_46_EVK4_mag7.3,7242300,824,580,44,59,0,0.5447
2025_12_23_20_53_46_EVK4_mag7.3,7282300,828,567,42,51,0,0.549
2025_12_23_20_53_46_EVK4_mag7.3,7322300,829,559,41,48,0,0.5268
2025_12_23_20_53_46_EVK4_mag7.3,7362300,829,552,41,46,0,0.7294
2025_12_23_20_53_46_EVK4_mag7.3,7402300,828,544,45,47,0,0.7772
2025_12_23_20_53_46_EVK4_mag7.3,7442300,829,537,44,49,0,0.7995
2025_12_23_20_53_46_EVK4_mag7.3,7482300,830,528,41,50,0,0.787
2025_12_23_20_53_46_EVK4_mag7.3,7522300,831,520,42,47,0,0.8003
2025_12_23_20_53_46_EVK4_mag7.3,7562300,831,514,44,45,0,0.848
2025_12_23_20_53_46_EVK4_mag7.3,7602300,833,507,44,47,0,0.8387
2025_12_23_20_53_46_EVK4_mag7.3,7642300,834,498,43,53,0,0.7955
2025_12_23_20_53_46_EVK4_mag7.3,7682300,834,490,42,49,0,0.7639
2025_12_23_20_53_46_EVK4_mag7.3,7722300,835,483,44,48,0,0.7733
2025_12_23_20_53_46_EVK4_mag7.3,7762300,837,475,47,50,0,0.7241
2025_12_23_20_53_46_EVK4_mag7.3,7802300,838,467,46,49,0,0.6727
2025_12_23_20_53_46_EVK4_mag7.3,7842300,841,454,49,45,0,0.7262
2025_12_23_20_53_46_EVK4_mag7.3,7882300,842,446,47,50,0,0.768
2025_12_23_20_53_46_EVK4_mag7.3,7922300,843,438,47,48,0,0.8252
2025_12_23_20_53_46_EVK4_mag7.3,7962300,845,431,45,48,0,0.8269
2025_12_23_20_53_46_EVK4_mag7.3,8002300,845,424,46,46,0,0.8091
2025_12_23_20_53_46_EVK4_mag7.3,8042300,846,417,43,49,0,0.7834
2025_12_23_20_53_46_EVK4_mag7.3,8082300,847,409,45,45,0,0.8049
2025_12_23_20_53_46_EVK4_mag7.3,8122300,845,402,46,45,0,0.767
2025_12_23_20_53_46_EVK4_mag7.3,8162300,843,402,49,45,0,0.7317
2025_12_23_20_53_46_EVK4_mag7.3,8202300,837,402,51,43,0,0.6818
2025_12_23_20_53_46_EVK4_mag7.3,8242300,833,402,54,47,0,0.7711
2025_12_23_20_53_46_EVK4_mag7.3,8282300,830,401,58,49,0,0.7342
2025_12_23_20_53_46_EVK4_mag7.3,8322300,821,400,60,49,0,0.7558
2025_12_23_20_53_46_EVK4_mag7.3,8362300,810,396,58,49,0,0.6406
2025_12_23_20_53_46_EVK4_mag7.3,8402300,806,395,67,55,0,0.6571
2025_12_23_20_53_46_EVK4_mag7.3,8442300,794,394,62,51,0,0.7507
2025_12_23_20_53_46_EVK4_mag7.3,8482300,783,394,53,45,0,0.715
2025_12_23_20_53_46_EVK4_mag7.3,8522300,778,393,59,46,0,0.7598
2025_12_23_20_53_46_EVK4_mag7.3,8562300,767,387,56,44,0,0.7645
2025_12_23_20_53_46_EVK4_mag7.3,8602300,755,387,57,47,0,0.7448
2025_12_23_20_53_46_EVK4_mag7.3,8642300,744,386,62,53,0,0.7302
2025_12_23_20_53_46_EVK4_mag7.3,8682300,739,385,65,50,0,0.7713
2025_12_23_20_53_46_EVK4_mag7.3,8722300,727,381,51,42,0,0.7534
2025_12_23_20_53_46_EVK4_mag7.3,8762300,718,380,55,42,0,0.7238
2025_12_23_20_53_46_EVK4_mag7.3,8802300,713,380,62,46,0,0.7944
2025_12_23_20_53_46_EVK4_mag7.3,8842300,703,378,56,46,0,0.7027
2025_12_23_20_53_46_EVK4_mag7.3,8882300,698,378,64,49,0,0.6292
2025_12_23_20_53_46_EVK4_mag7.3,8922300,688,377,60,46,0,0.6665
2025_12_23_20_53_46_EVK4_mag7.3,8962300,677,377,51,39,0,0.6227
2025_12_23_20_53_46_EVK4_mag7.3,9002300,671,373,54,43,0,0.7401
2025_12_23_20_53_46_EVK4_mag7.3,9042300,662,372,55,43,0,0.7598
2025_12_23_20_53_46_EVK4_mag7.3,9082300,657,372,63,45,0,0.7347
2025_12_23_20_53_46_EVK4_mag7.3,9122300,649,371,59,47,0,0.7597
2025_12_23_20_53_46_EVK4_mag7.3,9162300,645,371,64,51,0,0.6059
2025_12_23_20_53_46_EVK4_mag7.3,9202300,632,370,60,45,0,0.7211
2025_12_23_20_53_46_EVK4_mag7.3,9242300,621,369,51,45,0,0.7298
2025_12_23_20_53_46_EVK4_mag7.3,9282300,616,365,54,45,0,0.6834
2025_12_23_20_53_46_EVK4_mag7.3,9322300,607,365,57,43,0,0.7863
2025_12_23_20_53_46_EVK4_mag7.3,9362300,597,365,54,46,0,0.7532
2025_12_23_20_53_46_EVK4_mag7.3,9402300,593,364,62,52,0,0.7784
2025_12_23_20_53_46_EVK4_mag7.3,9442300,583,363,64,52,0,0.7047
2025_12_23_20_53_46_EVK4_mag7.3,9482300,579,362,64,49,0,0.6649
2025_12_23_20_53_46_EVK4_mag7.3,9522300,567,357,55,45,0,0.7136
2025_12_23_20_53_46_EVK4_mag7.3,9562300,558,357,54,44,0,0.7374
2025_12_23_20_53_46_EVK4_mag7.3,9602300,554,356,56,45,0,0.8155
2025_12_23_20_53_46_EVK4_mag7.3,9642300,543,356,55,47,0,0.7132
2025_12_23_20_53_46_EVK4_mag7.3,9682300,538,355,60,53,0,0.7311
2025_12_23_20_53_46_EVK4_mag7.3,9722300,527,350,57,46,0,0.7659
2025_12_23_20_53_46_EVK4_mag7.3,9762300,517,350,50,43,0,0.7617
2025_12_23_20_53_46_EVK4_mag7.3,9802300,511,349,55,47,0,0.8102
2025_12_23_20_53_46_EVK4_mag7.3,9842300,503,349,58,47,0,0.8096
2025_12_23_20_53_46_EVK4_mag7.3,9882300,499,349,64,49,0,0.8064
2025_12_23_20_53_46_EVK4_mag7.3,9922300,489,348,60,51,0,0.7348
2025_12_23_20_53_46_EVK4_mag7.3,9962300,485,347,67,54,0,0.6521
2025_12_23_20_53_46_EVK4_mag7.3,10002300,473,343,67,50,0,0.6616
2025_12_23_20_53_46_EVK4_mag7.3,10042300,463,343,55,45,0,0.702
2025_12_23_20_53_46_EVK4_mag7.3,10082300,457,342,53,48,0,0.7664
2025_12_23_20_53_46_EVK4_mag7.3,10122300,450,342,52,48,0,0.7665
2025_12_23_20_53_46_EVK4_mag7.3,10162300,448,342,55,51,0,0.7966
2025_12_23_20_53_46_EVK4_mag7.3,10202300,447,342,58,52,0,0.791
2025_12_23_20_53_46_EVK4_mag7.3,10242300,446,342,62,54,0,0.7896
2025_12_23_20_53_46_EVK4_mag7.3,10282300,445,342,67,57,0,0.781
2025_12_23_20_53_46_EVK4_mag7.3,10322300,444,342,69,59,0,0.7502
2025_12_23_20_53_46_EVK4_mag7.3,10362300,444,342,71,58,0,0.7178
2025_12_23_20_53_46_EVK4_mag7.3,10402300,443,341,70,58,0,0.6967
2025_12_23_20_53_46_EVK4_mag7.3,10442300,443,342,68,57,0,0.7106
2025_12_23_20_53_46_EVK4_mag7.3,10482300,443,342,68,55,0,0.6815
2025_12_23_20_53_46_EVK4_mag7.3,10522300,443,342,67,54,0,0.6864
2025_12_23_20_53_46_EVK4_mag7.3,10562300,443,342,67,55,0,0.6765
2025_12_23_20_53_46_EVK4_mag7.3,10602300,443,342,67,55,0,0.6575
2025_12_23_20_53_46_EVK4_mag7.3,10642300,443,342,65,55,0,0.6621
2025_12_23_20_53_46_EVK4_mag7.3,10682300,443,342,63,54,0,0.6758
2025_12_23_20_53_46_EVK4_mag7.3,10722300,443,342,62,53,0,0.6989
2025_12_23_20_53_46_EVK4_mag7.3,10762300,444,342,59,51,0,0.7299
2025_12_23_20_53_46_EVK4_mag7.3,10802300,444,342,57,49,0,0.7353
2025_12_23_20_53_46_EVK4_mag7.3,10842300,444,342,53,48,0,0.7366
2025_12_23_20_53_46_EVK4_mag7.3,10882300,445,342,53,47,0,0.7502
2025_12_23_20_53_46_EVK4_mag7.3,10922300,445,347,52,48,0,0.7555
2025_12_23_20_53_46_EVK4_mag7.3,10962300,446,348,51,47,0,0.7882
2025_12_23_20_53_46_EVK4_mag7.3,11002300,446,348,51,47,0,0.7836
2025_12_23_20_53_46_EVK4_mag7.3,11042300,447,348,50,47,0,0.7876
2025_12_23_20_53_46_EVK4_mag7.3,11082300,447,348,49,47,0,0.7969
2025_12_23_20_53_46_EVK4_mag7.3,11122300,447,348,50,47,0,0.7788
2025_12_23_20_53_46_EVK4_mag7.3,11162300,447,347,49,46,0,0.7605
2025_12_23_20_53_46_EVK4_mag7.3,11202300,448,347,50,44,0,0.752
2025_12_23_20_53_46_EVK4_mag7.3,11242300,448,347,49,44,0,0.7661
2025_12_23_20_53_46_EVK4_mag7.3,11282300,448,347,47,43,0,0.7714
2025_12_23_20_53_46_EVK4_mag7.3,11322300,448,343,47,42,0,0.7826
2025_12_23_20_53_46_EVK4_mag7.3,11362300,448,348,48,44,0,0.7886
2025_12_23_20_53_46_EVK4_mag7.3,11402300,449,348,46,44,0,0.7858
2025_12_23_20_53_46_EVK4_mag7.3,11442300,449,348,47,45,0,0.7821
2025_12_23_20_53_46_EVK4_mag7.3,11482300,449,348,45,43,0,0.8008
2025_12_23_20_53_46_EVK4_mag7.3,11522300,449,348,45,42,0,0.8062
2025_12_23_20_53_46_EVK4_mag7.3,11562300,449,348,44,40,0,0.8049
2025_12_23_20_53_46_EVK4_mag7.3,11602300,450,348,44,39,0,0.7947
2025_12_23_20_53_46_EVK4_mag7.3,11642300,449,348,43,38,0,0.7968
2025_12_23_20_53_46_EVK4_mag7.3,11682300,449,348,43,38,0,0.801
2025_12_23_20_53_46_EVK4_mag7.3,11722300,449,348,44,40,0,0.7932
2025_12_23_20_53_46_EVK4_mag7.3,11762300,449,348,43,40,0,0.797
2025_12_23_20_53_46_EVK4_mag7.3,11802300,449,348,41,40,0,0.798
2025_12_23_20_53_46_EVK4_mag7.3,11842300,449,348,41,39,0,0.8078
2025_12_23_20_53_46_EVK4_mag7.3,11882300,449,348,41,39,0,0.7977
2025_12_23_20_53_46_EVK4_mag7.3,11922300,450,348,41,38,0,0.7791
2025_12_23_20_53_46_EVK4_mag7.3,11962300,451,348,43,38,0,0.7741
2025_12_23_20_53_46_EVK4_mag7.3,12002300,450,348,43,38,0,0.7851
2025_12_23_20_53_46_EVK4_mag7.3,12042300,450,348,42,38,0,0.798
2025_12_23_20_53_46_EVK4_mag7.3,12082300,450,347,43,38,0,0.7945
2025_12_23_20_53_46_EVK4_mag7.3,12122300,450,347,42,37,0,0.7905
2025_12_23_20_53_46_EVK4_mag7.3,12162300,450,347,42,38,0,0.7695
2025_12_23_20_53_46_EVK4_mag7.3,12202300,450,347,42,38,0,0.772
2025_12_23_20_53_46_EVK4_mag7.3,12242300,451,348,42,39,0,0.7806
2025_12_23_20_53_46_EVK4_mag7.3,12282300,450,347,43,39,0,0.7786
2025_12_23_20_53_46_EVK4_mag7.3,12322300,450,348,43,37,0,0.803
2025_12_23_20_53_46_EVK4_mag7.3,12362300,451,350,45,43,0,0.7762
2025_12_23_20_53_46_EVK4_mag7.3,12402300,450,349,50,48,0,0.4375
2025_12_23_20_53_46_EVK4_mag7.3,12442300,754,425,63,55,0,0.4611
2025_12_23_20_53_46_EVK4_mag7.3,12482300,783,425,56,46,0,0.7536
2025_12_23_20_53_46_EVK4_mag7.3,12522300,740,415,88,60,0,0.4935
2025_12_23_20_53_46_EVK4_mag7.3,12562300,696,403,60,50,0,0.6401
2025_12_23_20_53_46_EVK4_mag7.3,12602300,704,403,58,46,0,0.6752
2025_12_23_20_53_46_EVK4_mag7.3,12642300,698,403,66,49,0,0.7731
2025_12_23_20_53_46_EVK4_mag7.3,12682300,687,401,61,46,0,0.8709
2025_12_23_20_53_46_EVK4_mag7.3,12722300,688,400,58,45,0,0.8219
2025_12_23_20_53_46_EVK4_mag7.3,12762300,685,400,58,44,0,0.8326
2025_12_23_20_53_46_EVK4_mag7.3,12802300,683,399,57,43,0,0.7088
2025_12_23_20_53_46_EVK4_mag7.3,12842300,683,395,59,46,0,0.7373
2025_12_23_20_53_46_EVK4_mag7.3,12882300,675,393,51,46,0,0.7615
2025_12_23_20_53_46_EVK4_mag7.3,12922300,673,387,51,46,0,0.6887
2025_12_23_20_53_46_EVK4_mag7.3,12962300,673,386,50,47,0,0.7178
2025_12_23_20_53_46_EVK4_mag7.3,13002300,671,386,54,50,0,0.7156
2025_12_23_20_53_46_EVK4_mag7.3,13042300,670,385,57,52,0,0.6326
2025_12_23_20_53_46_EVK4_mag7.3,13082300,670,385,57,54,0,0.5941
2025_12_23_20_53_46_EVK4_mag7.3,13122300,663,380,49,43,0,0.6564
2025_12_23_20_53_46_EVK4_mag7.3,13162300,662,379,48,43,0,0.729
2025_12_23_20_53_46_EVK4_mag7.3,13202300,662,379,48,43,0,0.7363
2025_12_23_20_53_46_EVK4_mag7.3,13242300,660,379,51,43,0,0.7701
2025_12_23_20_53_46_EVK4_mag7.3,13282300,660,378,52,44,0,0.7638
2025_12_23_20_53_46_EVK4_mag7.3,13322300,661,378,54,45,0,0.7463
2025_12_23_20_53_46_EVK4_mag7.3,13362300,658,379,58,47,0,0.7314
2025_12_23_20_53_46_EVK4_mag7.3,13402300,657,378,60,49,0,0.7041
